Date,Open,High,Low,Close,Adj Close,Volume
2021-06-02,600.000000,600.000000,593.000000,595.000000,587.153259,21872755
2021-06-03,600.000000,600.000000,596.000000,596.000000,588.140137,21077164
2021-06-04,591.000000,595.000000,590.000000,595.000000,587.153259,15756180
2021-06-07,594.000000,595.000000,583.000000,592.000000,584.192871,17077625
2021-06-08,590.000000,595.000000,588.000000,589.000000,581.232422,13396324
2021-06-09,586.000000,588.000000,583.000000,586.000000,578.271973,20023490
2021-06-10,591.000000,599.000000,587.000000,599.000000,591.100525,28527745
2021-06-11,602.000000,603.000000,600.000000,602.000000,594.060974,24227710
2021-06-15,607.000000,609.000000,606.000000,609.000000,600.968628,26012250
2021-06-16,608.000000,608.000000,605.000000,605.000000,597.021423,25856919
2021-06-17,601.000000,606.000000,598.000000,606.000000,600.489563,22872361
2021-06-18,608.000000,608.000000,601.000000,603.000000,597.516907,32652017
2021-06-21,590.000000,594.000000,583.000000,583.000000,577.698730,44279632
2021-06-22,585.000000,588.000000,578.000000,578.000000,572.744141,27823974
2021-06-23,583.000000,598.000000,581.000000,595.000000,589.589661,34392376
2021-06-24,598.000000,598.000000,588.000000,590.000000,584.635071,16524230
2021-06-25,598.000000,598.000000,589.000000,591.000000,585.626038,18841696
2021-06-28,590.000000,590.000000,586.000000,590.000000,584.635071,15028407
2021-06-29,598.000000,598.000000,591.000000,595.000000,589.589661,28659610
2021-06-30,599.000000,599.000000,595.000000,595.000000,589.589661,24883853
2021-07-01,596.000000,597.000000,591.000000,593.000000,587.607788,18250994
2021-07-02,590.000000,593.000000,587.000000,588.000000,582.653259,18322419
2021-07-05,588.000000,597.000000,588.000000,591.000000,585.626038,28836816
2021-07-06,595.000000,596.000000,589.000000,592.000000,586.616882,12997112
2021-07-07,590.000000,594.000000,588.000000,594.000000,588.598694,16966158
2021-07-08,595.000000,595.000000,588.000000,588.000000,582.653259,21140426
2021-07-09,582.000000,585.000000,580.000000,584.000000,578.689636,29029415
2021-07-12,595.000000,597.000000,590.000000,593.000000,587.607788,31304547
2021-07-13,600.000000,608.000000,599.000000,607.000000,601.480530,52540315
2021-07-14,613.000000,615.000000,608.000000,613.000000,607.425964,38418875
2021-07-15,613.000000,614.000000,608.000000,614.000000,608.416809,22012834
2021-07-16,591.000000,595.000000,588.000000,589.000000,583.644165,57970545
2021-07-19,583.000000,584.000000,578.000000,582.000000,576.707825,40644341
2021-07-20,579.000000,584.000000,579.000000,581.000000,575.716919,15354333
2021-07-21,586.000000,586.000000,580.000000,585.000000,579.680542,25828732
2021-07-22,589.000000,594.000000,587.000000,591.000000,585.626038,26058172
2021-07-23,592.000000,592.000000,583.000000,585.000000,579.680542,15271451
2021-07-26,591.000000,591.000000,580.000000,580.000000,574.726013,21619179
2021-07-27,581.000000,584.000000,580.000000,580.000000,574.726013,17785992
2021-07-28,576.000000,579.000000,573.000000,579.000000,573.735107,36158305
2021-07-29,585.000000,585.000000,577.000000,583.000000,577.698730,23224896
2021-07-30,581.000000,582.000000,578.000000,580.000000,574.726013,18999281
2021-08-02,583.000000,590.000000,580.000000,590.000000,584.635071,23482491
2021-08-03,594.000000,594.000000,590.000000,594.000000,588.598694,22747702
2021-08-04,598.000000,598.000000,594.000000,596.000000,590.580505,20313271
2021-08-05,598.000000,598.000000,593.000000,596.000000,590.580505,15116242
2021-08-06,596.000000,596.000000,588.000000,591.000000,585.626038,13687213
2021-08-09,590.000000,595.000000,583.000000,595.000000,589.589661,17390951
2021-08-10,596.000000,596.000000,589.000000,591.000000,585.626038,17190865
2021-08-11,590.000000,590.000000,585.000000,590.000000,584.635071,19969687
2021-08-12,586.000000,588.000000,584.000000,586.000000,580.671448,15444622
2021-08-13,585.000000,585.000000,579.000000,581.000000,575.716919,22524428
2021-08-16,582.000000,586.000000,578.000000,584.000000,578.689636,19315705
2021-08-17,584.000000,584.000000,584.000000,584.000000,578.689636,0
2021-08-18,568.000000,575.000000,566.000000,574.000000,568.780518,43716164
2021-08-19,573.000000,573.000000,559.000000,559.000000,553.916992,38868947
2021-08-20,560.000000,563.000000,551.000000,552.000000,546.980591,45614061
2021-08-23,560.000000,572.000000,559.000000,566.000000,560.853271,33685159
2021-08-24,574.000000,575.000000,571.000000,572.000000,566.798767,24844800
2021-08-25,579.000000,585.000000,574.000000,585.000000,579.680542,27504657
2021-08-26,601.000000,603.000000,591.000000,594.000000,588.598694,43822008
2021-08-27,596.000000,600.000000,593.000000,599.000000,593.553284,27105651
2021-08-30,602.000000,605.000000,599.000000,605.000000,599.498657,36575609
2021-08-31,604.000000,614.000000,598.000000,614.000000,608.416809,52721470
2021-09-01,614.000000,614.000000,608.000000,613.000000,607.425964,30092045
2021-09-02,613.000000,615.000000,607.000000,607.000000,601.480530,24112463
2021-09-03,610.000000,620.000000,610.000000,620.000000,614.362305,51562454
2021-09-06,623.000000,638.000000,621.000000,631.000000,625.262268,55589014
2021-09-07,634.000000,634.000000,623.000000,623.000000,617.335022,26526056
2021-09-08,622.000000,627.000000,612.000000,619.000000,613.371399,37817737
2021-09-09,612.000000,620.000000,610.000000,619.000000,613.371399,18735512
2021-09-10,615.000000,623.000000,614.000000,622.000000,616.344055,16304725
2021-09-13,619.000000,620.000000,613.000000,615.000000,609.407776,15198774
2021-09-14,618.000000,618.000000,612.000000,613.000000,607.425964,14441901
2021-09-15,610.000000,613.000000,607.000000,607.000000,601.480530,23433501
2021-09-16,603.000000,607.000000,599.000000,600.000000,597.250000,22467022
2021-09-17,600.000000,610.000000,599.000000,600.000000,597.250000,40717715
2021-09-22,586.000000,589.000000,583.000000,586.000000,583.314148,40642293
2021-09-23,588.000000,593.000000,588.000000,588.000000,585.304993,21696296
2021-09-24,591.000000,598.000000,590.000000,598.000000,595.259155,16736973
2021-09-27,600.000000,602.000000,593.000000,602.000000,599.240845,19464241
2021-09-28,595.000000,596.000000,592.000000,594.000000,591.277466,16707080
2021-09-29,580.000000,583.000000,577.000000,580.000000,577.341675,49310524
2021-09-30,580.000000,585.000000,575.000000,580.000000,577.341675,30465107
2021-10-01,579.000000,579.000000,571.000000,574.000000,571.369141,36704493
2021-10-04,574.000000,575.000000,569.000000,572.000000,569.378296,20957803
2021-10-05,562.000000,572.000000,560.000000,572.000000,569.378296,33824024
2021-10-06,573.000000,574.000000,565.000000,571.000000,568.382874,32508846
2021-10-07,575.000000,582.000000,572.000000,580.000000,577.341675,27933054
2021-10-08,582.000000,583.000000,573.000000,575.000000,572.364563,18279079
2021-10-12,570.000000,575.000000,564.000000,575.000000,572.364563,26522907
2021-10-13,572.000000,575.000000,570.000000,571.000000,568.382874,18914374
2021-10-14,579.000000,579.000000,573.000000,573.000000,570.373718,13916927
2021-10-15,592.000000,600.000000,586.000000,600.000000,597.250000,53150216
2021-10-18,604.000000,604.000000,590.000000,590.000000,587.295837,19158568
2021-10-19,598.000000,600.000000,593.000000,600.000000,597.250000,17386359
2021-10-20,603.000000,604.000000,597.000000,598.000000,595.259155,16372520
2021-10-21,602.000000,603.000000,595.000000,596.000000,593.268311,16169014
2021-10-22,600.000000,602.000000,594.000000,600.000000,597.250000,13995403
2021-10-25,597.000000,597.000000,590.000000,593.000000,590.282043,16785568
2021-10-26,595.000000,600.000000,593.000000,599.000000,596.254578,19998808
2021-10-27,598.000000,599.000000,594.000000,599.000000,596.254578,14961858
2021-10-28,598.000000,598.000000,591.000000,595.000000,592.272888,16570044
2021-10-29,595.000000,596.000000,589.000000,590.000000,587.295837,25763960
2021-11-01,591.000000,593.000000,590.000000,590.000000,587.295837,16089351
2021-11-02,594.000000,597.000000,590.000000,592.000000,589.286621,15192404
2021-11-03,597.000000,597.000000,592.000000,592.000000,589.286621,10224009
2021-11-04,592.000000,594.000000,585.000000,587.000000,584.309570,17932145
2021-11-05,598.000000,600.000000,595.000000,600.000000,597.250000,33270827
2021-11-08,600.000000,602.000000,598.000000,602.000000,599.240845,19752355
2021-11-09,611.000000,617.000000,610.000000,611.000000,608.199585,39538660
2021-11-10,611.000000,612.000000,608.000000,612.000000,609.195007,16027674
2021-11-11,600.000000,606.000000,600.000000,606.000000,603.222473,18463848
2021-11-12,610.000000,611.000000,602.000000,604.000000,601.231628,15821327
2021-11-15,609.000000,611.000000,607.000000,608.000000,605.213318,15551452
2021-11-16,612.000000,612.000000,608.000000,610.000000,607.204163,20917108
2021-11-17,615.000000,615.000000,608.000000,610.000000,607.204163,19717852
2021-11-18,613.000000,614.000000,607.000000,613.000000,610.190430,20030651
2021-11-19,622.000000,623.000000,617.000000,618.000000,615.167480,35554348
2021-11-22,618.000000,618.000000,615.000000,615.000000,612.181213,20312168
2021-11-23,615.000000,615.000000,611.000000,612.000000,609.195007,19431694
2021-11-24,612.000000,612.000000,602.000000,603.000000,600.236206,20391940
2021-11-25,605.000000,607.000000,601.000000,603.000000,600.236206,11888265
2021-11-26,598.000000,601.000000,592.000000,596.000000,593.268311,26588102
2021-11-29,594.000000,598.000000,591.000000,593.000000,590.282043,23379558
2021-11-30,597.000000,600.000000,591.000000,596.000000,593.268311,62021697
2021-12-01,596.000000,603.000000,594.000000,600.000000,597.250000,21403404
2021-12-02,605.000000,615.000000,602.000000,615.000000,612.181213,45125742
2021-12-03,614.000000,614.000000,606.000000,608.000000,605.213318,23045832
2021-12-06,603.000000,609.000000,600.000000,600.000000,597.250000,23589363
2021-12-07,602.000000,607.000000,597.000000,607.000000,604.217896,18606530
2021-12-08,614.000000,614.000000,602.000000,602.000000,599.240845,20801543
2021-12-09,606.000000,608.000000,602.000000,608.000000,605.213318,11039070
2021-12-10,605.000000,608.000000,602.000000,605.000000,602.227051,10497451
2021-12-13,609.000000,610.000000,601.000000,601.000000,598.245422,17711657
2021-12-14,598.000000,600.000000,597.000000,599.000000,596.254578,22579034
2021-12-15,597.000000,601.000000,596.000000,600.000000,597.250000,21827730
2021-12-16,605.000000,605.000000,601.000000,605.000000,605.000000,21809022
2021-12-17,601.000000,607.000000,599.000000,607.000000,607.000000,24105733
2021-12-20,607.000000,607.000000,598.000000,598.000000,598.000000,21381070
2021-12-21,597.000000,600.000000,595.000000,597.000000,597.000000,17001461
2021-12-22,598.000000,601.000000,598.000000,600.000000,600.000000,9831802
2021-12-23,607.000000,608.000000,602.000000,606.000000,606.000000,16654439
2021-12-24,606.000000,609.000000,604.000000,604.000000,604.000000,11059689
2021-12-27,604.000000,610.000000,604.000000,606.000000,606.000000,16259872
2021-12-28,610.000000,615.000000,610.000000,615.000000,615.000000,33892718
2021-12-29,615.000000,619.000000,614.000000,616.000000,616.000000,24518766
2021-12-30,619.000000,620.000000,615.000000,615.000000,615.000000,19681276
2022-01-03,619.000000,632.000000,618.000000,631.000000,631.000000,69089158
2022-01-04,645.000000,656.000000,644.000000,656.000000,656.000000,79434666
2022-01-05,669.000000,669.000000,646.000000,650.000000,650.000000,69593809
2022-01-06,638.000000,646.000000,636.000000,644.000000,644.000000,53210211
2022-01-07,643.000000,646.000000,632.000000,634.000000,634.000000,38249908
2022-01-10,628.000000,645.000000,627.000000,643.000000,643.000000,38289770
2022-01-11,646.000000,651.000000,639.000000,651.000000,651.000000,33196585
2022-01-12,657.000000,660.000000,650.000000,660.000000,660.000000,38860063
2022-01-13,658.000000,662.000000,655.000000,661.000000,661.000000,38137411
2022-01-14,673.000000,673.000000,661.000000,672.000000,672.000000,95200777
2022-01-17,685.000000,688.000000,678.000000,683.000000,683.000000,59614236
2022-01-18,678.000000,681.000000,662.000000,662.000000,662.000000,43593330
2022-01-19,652.000000,660.000000,651.000000,654.000000,654.000000,40381333
2022-01-20,650.000000,657.000000,646.000000,651.000000,651.000000,46474584
2022-01-21,644.000000,646.000000,637.000000,641.000000,641.000000,49577684
2022-01-24,639.000000,655.000000,637.000000,653.000000,653.000000,47134502
2022-01-25,643.000000,645.000000,638.000000,641.000000,641.000000,52318736
2022-01-26,635.000000,641.000000,635.000000,636.000000,636.000000,29957189
2022-02-07,644.000000,644.000000,631.000000,635.000000,635.000000,56836469
2022-02-08,645.000000,645.000000,628.000000,628.000000,628.000000,39718217
2022-02-09,635.000000,637.000000,630.000000,633.000000,633.000000,30048791
2022-02-10,639.000000,649.000000,637.000000,649.000000,649.000000,34587133
2022-02-11,646.000000,650.000000,642.000000,650.000000,650.000000,26723278
2022-02-14,640.000000,641.000000,635.000000,637.000000,637.000000,27826382
2022-02-15,633.000000,639.000000,633.000000,633.000000,633.000000,21970460
2022-02-16,645.000000,646.000000,640.000000,646.000000,646.000000,25191741
2022-02-17,644.000000,646.000000,641.000000,645.000000,645.000000,18135080
2022-02-18,638.000000,639.000000,636.000000,637.000000,637.000000,20804191
2022-02-21,633.000000,636.000000,632.000000,632.000000,632.000000,23797502
2022-02-22,628.000000,630.000000,625.000000,627.000000,627.000000,34086593
2022-02-23,624.000000,629.000000,623.000000,625.000000,625.000000,31953054
2022-02-24,618.000000,619.000000,604.000000,604.000000,604.000000,73663161
2022-02-25,600.000000,609.000000,600.000000,604.000000,604.000000,89012516
2022-03-01,599.000000,610.000000,599.000000,604.000000,604.000000,66720867
2022-03-02,601.000000,605.000000,600.000000,601.000000,601.000000,40693457
2022-03-03,603.000000,607.000000,601.000000,602.000000,602.000000,33792420
2022-03-04,595.000000,597.000000,592.000000,595.000000,595.000000,55917115
2022-03-07,580.000000,581.000000,575.000000,576.000000,576.000000,86496560
2022-03-08,561.000000,570.000000,561.000000,563.000000,563.000000,79029914
2022-03-09,567.000000,573.000000,567.000000,568.000000,568.000000,52155415
2022-03-10,585.000000,589.000000,582.000000,587.000000,587.000000,45630467
2022-03-11,581.000000,582.000000,574.000000,575.000000,575.000000,42043455
